"FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","y","home"
41,86,0.477,10,22,0.455,14,16,0.875,10,44,14,8,3,14,21,29,79,0.367,10,28,0.357,22,26,0.846,15,45,10,9,6,18,21,1,0
43,89,0.483,11,29,0.379,10,17,0.588,5,47,28,9,4,8,17,33,90,0.367,8,33,0.242,7,10,0.7,11,47,16,2,3,11,16,1,0
37,89,0.416,7,28,0.25,23,26,0.885,14,52,17,4,4,11,15,36,86,0.419,8,16,0.5,17,17,1,9,42,18,7,6,12,21,1,0
30,77,0.39,5,28,0.179,19,25,0.76,13,45,12,8,2,17,20,37,83,0.446,5,19,0.263,17,21,0.81,9,46,21,9,6,9,20,0,1
38,90,0.422,7,19,0.368,9,15,0.6,13,48,21,5,3,14,15,46,89,0.517,6,20,0.3,8,9,0.889,7,45,27,8,7,9,14,0,1
41,89,0.461,12,32,0.375,12,20,0.6,6,38,20,14,4,11,16,46,89,0.517,4,23,0.174,12,16,0.75,6,49,28,6,4,16,16,0,0
40,80,0.5,9,26,0.346,13,14,0.929,10,39,25,10,2,21,13,35,75,0.467,4,12,0.333,14,18,0.778,9,33,22,14,2,21,16,1,1
38,87,0.437,7,26,0.269,10,18,0.556,11,40,9,16,3,14,20,31,74,0.419,6,25,0.24,19,25,0.76,8,44,16,9,6,20,16,1,0
37,97,0.381,7,22,0.318,19,24,0.792,16,46,18,14,7,12,21,37,86,0.43,6,18,0.333,22,27,0.815,14,53,15,6,10,21,19,0,1
41,82,0.5,13,30,0.433,21,26,0.808,7,35,27,9,6,19,25,45,77,0.584,6,14,0.429,24,35,0.686,6,34,18,12,10,16,25,0,0
33,73,0.452,7,18,0.389,21,29,0.724,6,47,11,7,9,13,22,33,93,0.355,3,20,0.15,13,23,0.565,12,48,17,5,2,10,18,1,0
37,94,0.394,8,28,0.286,18,25,0.72,14,55,18,4,3,10,26,34,90,0.378,5,22,0.227,30,39,0.769,15,52,14,5,6,7,23,0,1
32,76,0.421,6,22,0.273,25,29,0.862,9,42,19,11,6,16,18,32,79,0.405,6,31,0.194,16,17,0.941,9,39,17,7,6,17,21,1,1
36,81,0.444,5,21,0.238,14,19,0.737,14,54,21,7,7,24,17,31,83,0.373,9,29,0.31,15,20,0.75,8,37,21,21,5,15,18,1,1
43,90,0.478,9,31,0.29,8,10,0.8,5,39,33,12,5,18,21,39,89,0.438,14,38,0.368,15,23,0.652,10,49,24,11,3,22,21,0,1
41,79,0.519,10,24,0.417,24,31,0.774,8,41,25,13,5,13,21,36,89,0.404,8,25,0.32,17,27,0.63,16,45,24,6,3,18,25,1,0
37,91,0.407,5,30,0.167,15,20,0.75,13,48,18,12,3,17,20,40,90,0.444,9,26,0.346,14,20,0.7,14,49,24,7,2,19,18,0,1
38,80,0.475,3,17,0.176,25,32,0.781,6,35,19,9,3,13,12,51,98,0.52,11,25,0.44,5,10,0.5,17,54,26,8,2,15,29,0,0
48,82,0.585,9,20,0.45,21,30,0.7,9,33,27,10,6,15,29,46,91,0.505,10,26,0.385,27,38,0.711,17,42,25,12,4,17,26,0,1
34,83,0.41,4,20,0.2,25,34,0.735,10,46,14,16,6,14,23,28,81,0.346,11,35,0.314,27,29,0.931,13,53,15,4,2,22,23,1,1
44,95,0.463,3,17,0.176,19,27,0.704,15,44,22,11,4,13,20,43,90,0.478,14,33,0.424,22,25,0.88,14,50,31,9,4,17,24,0,1
36,86,0.419,7,19,0.368,18,25,0.72,9,41,18,7,10,10,26,38,85,0.447,5,16,0.313,27,36,0.75,13,52,19,7,4,14,22,0,1
35,83,0.422,5,16,0.313,14,24,0.583,12,48,18,7,2,17,17,32,78,0.41,15,37,0.405,12,24,0.5,9,44,16,9,5,15,20,0,0
38,78,0.487,9,15,0.6,26,30,0.867,10,49,20,10,8,16,17,33,83,0.398,7,28,0.25,19,21,0.905,5,32,20,9,4,14,22,1,0
44,100,0.44,9,27,0.333,12,16,0.75,14,49,26,6,10,15,22,40,87,0.46,4,18,0.222,21,25,0.84,8,45,24,10,3,19,22,1,0
43,101,0.426,8,27,0.296,12,14,0.857,17,44,24,11,7,16,23,44,88,0.5,7,22,0.318,16,23,0.696,10,45,22,8,3,16,19,0,0
44,88,0.5,12,24,0.5,14,17,0.824,10,44,23,11,5,15,20,36,81,0.444,7,23,0.304,21,31,0.677,9,40,25,5,2,16,20,1,1
38,91,0.418,13,31,0.419,7,9,0.778,19,53,23,6,4,19,18,39,76,0.513,10,27,0.37,14,20,0.7,3,32,29,10,5,15,16,0,1
41,76,0.539,6,11,0.545,24,29,0.828,8,41,21,7,1,16,25,38,79,0.481,12,33,0.364,16,31,0.516,11,38,14,7,3,14,26,1,0
31,78,0.397,4,27,0.148,23,33,0.697,8,53,13,8,5,16,21,29,93,0.312,8,35,0.229,21,26,0.808,14,51,13,10,2,12,24,1,0
40,92,0.435,4,18,0.222,11,15,0.733,12,39,19,7,4,11,14,45,87,0.517,12,28,0.429,15,19,0.789,10,45,24,6,8,13,13,0,0
39,88,0.443,9,22,0.409,14,22,0.636,10,45,27,8,8,11,14,42,96,0.438,5,26,0.192,9,10,0.9,9,48,28,6,4,13,21,1,1
41,82,0.5,9,24,0.375,14,21,0.667,5,44,26,7,6,21,25,38,91,0.418,7,25,0.28,19,29,0.655,11,45,27,12,3,14,23,1,1
36,92,0.391,5,15,0.333,16,25,0.64,7,45,17,8,6,12,26,38,100,0.38,2,13,0.154,23,34,0.676,20,66,19,8,8,14,24,0,1
46,91,0.505,3,15,0.2,13,16,0.813,9,43,22,8,4,8,19,35,77,0.455,13,26,0.5,22,25,0.88,8,38,22,4,5,13,17,1,0
35,85,0.412,4,19,0.211,21,24,0.875,10,52,19,8,3,14,20,36,83,0.434,11,28,0.393,13,19,0.684,6,38,23,8,7,14,21,0,0
40,93,0.43,3,14,0.214,19,25,0.76,19,52,21,7,5,9,17,41,81,0.506,14,24,0.583,15,21,0.714,8,45,19,4,7,12,20,0,0
37,80,0.463,8,18,0.444,14,15,0.933,9,36,23,8,11,11,23,35,83,0.422,9,29,0.31,21,25,0.84,9,40,22,4,2,11,15,0,1
38,80,0.475,10,20,0.5,18,26,0.692,12,49,28,7,6,14,23,34,76,0.447,3,14,0.214,28,32,0.875,6,37,14,8,1,12,21,1,1
37,90,0.411,9,28,0.321,18,21,0.857,12,46,23,10,4,10,24,38,79,0.481,13,31,0.419,19,23,0.826,7,41,20,4,9,11,19,0,1
37,83,0.446,7,21,0.333,19,20,0.95,10,42,14,8,4,12,28,39,89,0.438,6,15,0.4,15,24,0.625,14,46,25,7,4,16,21,1,1
32,78,0.41,7,16,0.438,28,30,0.933,8,48,19,5,7,9,18,34,96,0.354,4,28,0.143,19,22,0.864,18,52,15,5,6,8,19,1,0
38,81,0.469,9,28,0.321,27,29,0.931,9,42,24,10,6,14,25,41,85,0.482,8,22,0.364,15,18,0.833,7,40,30,7,1,13,21,1,1
33,87,0.379,5,24,0.208,4,7,0.571,7,38,24,9,5,16,14,40,85,0.471,15,30,0.5,9,10,0.9,9,50,27,11,6,15,13,0,1
39,84,0.464,5,12,0.417,20,28,0.714,11,45,18,9,7,13,18,36,94,0.383,8,31,0.258,18,22,0.818,17,50,23,6,3,13,21,1,0
35,91,0.385,8,28,0.286,16,23,0.696,9,48,21,9,7,14,32,32,88,0.364,7,22,0.318,30,38,0.789,15,57,11,5,5,14,21,0,0
40,83,0.482,9,22,0.409,22,30,0.733,8,34,28,11,2,12,18,42,80,0.525,10,28,0.357,21,26,0.808,9,45,26,8,4,18,25,0,0
35,81,0.432,10,26,0.385,11,13,0.846,7,45,18,7,5,12,20,31,80,0.388,4,18,0.222,9,14,0.643,10,44,15,4,4,15,17,1,0
36,79,0.456,7,20,0.35,13,15,0.867,3,44,26,10,6,13,12,35,85,0.412,4,16,0.25,10,14,0.714,9,47,15,7,0,16,16,1,0
37,77,0.481,11,24,0.458,25,30,0.833,6,31,24,15,4,19,26,42,77,0.545,5,11,0.455,31,36,0.861,7,40,24,13,1,20,23,0,1
41,87,0.471,9,26,0.346,13,20,0.65,15,50,25,9,6,13,23,38,85,0.447,7,33,0.212,18,27,0.667,11,44,17,7,3,14,18,1,0
39,90,0.433,3,19,0.158,15,17,0.882,13,44,20,9,6,11,16,37,87,0.425,10,26,0.385,14,16,0.875,12,41,22,5,6,15,19,0,0
36,86,0.419,7,19,0.368,15,21,0.714,17,49,18,11,4,19,18,48,90,0.533,5,16,0.313,13,18,0.722,13,44,26,6,6,13,18,0,0
44,84,0.524,8,23,0.348,19,23,0.826,6,48,27,9,4,13,24,34,83,0.41,16,37,0.432,18,26,0.692,8,38,23,3,1,16,22,1,1
34,81,0.42,7,22,0.318,17,20,0.85,7,53,17,5,3,16,18,33,96,0.344,7,25,0.28,14,20,0.7,18,51,20,7,9,10,18,1,1
45,80,0.563,16,31,0.516,17,22,0.773,9,38,25,9,1,14,24,35,74,0.473,8,29,0.276,31,34,0.912,7,33,15,7,3,10,19,1,0
37,83,0.446,8,27,0.296,16,20,0.8,9,33,22,7,7,9,28,37,68,0.544,10,22,0.455,27,38,0.711,5,36,21,4,5,16,19,0,1
48,86,0.558,11,27,0.407,22,27,0.815,14,58,34,10,4,20,22,35,91,0.385,14,37,0.378,21,26,0.808,11,36,24,12,4,15,21,1,0
41,80,0.513,6,19,0.316,14,20,0.7,8,41,26,10,3,13,10,36,80,0.45,10,27,0.37,8,9,0.889,8,37,27,6,8,15,17,1,0
39,90,0.433,11,24,0.458,8,10,0.8,12,48,28,8,3,17,14,37,87,0.425,7,23,0.304,11,13,0.846,7,43,23,8,3,15,15,1,1
42,80,0.525,6,19,0.316,21,31,0.677,6,42,20,8,9,15,19,41,94,0.436,11,24,0.458,11,18,0.611,12,49,24,8,3,16,27,1,1
38,87,0.437,8,31,0.258,20,33,0.606,8,53,21,6,8,8,17,35,97,0.361,6,30,0.2,12,15,0.8,14,55,22,4,2,12,26,1,0
39,76,0.513,4,17,0.235,32,46,0.696,6,41,25,4,9,17,22,43,101,0.426,6,18,0.333,17,25,0.68,19,49,20,9,2,13,34,1,0
37,81,0.457,8,26,0.308,20,23,0.87,3,46,20,4,5,11,18,36,98,0.367,9,30,0.3,15,21,0.714,16,55,23,8,1,9,20,1,0
43,88,0.489,8,22,0.364,14,22,0.636,10,41,24,6,4,11,26,39,85,0.459,10,26,0.385,24,31,0.774,9,42,28,6,5,12,22,0,1
42,88,0.477,4,22,0.182,17,25,0.68,11,41,29,8,5,12,23,38,86,0.442,7,30,0.233,26,29,0.897,11,47,16,7,3,14,27,0,0
28,68,0.412,5,19,0.263,33,37,0.892,8,40,14,5,8,18,20,35,80,0.438,2,11,0.182,20,29,0.69,10,40,21,11,3,14,28,1,0
37,86,0.43,12,27,0.444,22,33,0.667,13,41,21,4,2,10,24,42,76,0.553,11,24,0.458,23,30,0.767,8,44,23,8,3,13,29,0,1
40,90,0.444,9,26,0.346,15,28,0.536,12,37,17,13,3,14,17,44,83,0.53,14,30,0.467,16,21,0.762,9,46,22,10,3,19,23,0,1
37,79,0.468,7,19,0.368,20,26,0.769,11,42,23,6,4,13,23,33,74,0.446,7,27,0.259,23,35,0.657,11,42,15,8,2,15,23,1,0
44,88,0.5,13,29,0.448,16,24,0.667,9,35,21,11,2,10,25,38,73,0.521,17,30,0.567,31,36,0.861,8,44,31,4,4,19,20,0,0
38,86,0.442,7,24,0.292,8,16,0.5,10,42,24,6,5,13,24,38,90,0.422,8,25,0.32,18,24,0.75,17,55,16,8,3,14,17,0,1
29,74,0.392,7,32,0.219,15,20,0.75,12,42,21,9,9,19,30,29,78,0.372,4,17,0.235,29,31,0.935,14,46,15,8,0,14,19,0,0
37,79,0.468,8,20,0.4,29,47,0.617,11,43,24,10,8,7,25,31,78,0.397,8,25,0.32,24,29,0.828,8,48,16,3,0,16,32,1,1
38,75,0.507,4,12,0.333,11,17,0.647,11,35,18,11,7,19,22,39,77,0.506,6,13,0.462,18,25,0.72,11,39,19,12,4,16,20,0,0
40,83,0.482,7,19,0.368,24,30,0.8,5,49,27,6,7,13,20,34,94,0.362,5,20,0.25,17,23,0.739,15,50,20,8,1,12,23,1,0
39,75,0.52,8,22,0.364,21,33,0.636,7,39,24,3,5,13,21,37,82,0.451,8,16,0.5,17,21,0.81,7,39,21,7,3,13,27,1,0
33,85,0.388,8,19,0.421,28,56,0.5,18,55,26,7,5,10,22,33,87,0.379,5,23,0.217,16,27,0.593,13,54,18,6,2,18,38,1,0
30,79,0.38,6,27,0.222,25,39,0.641,10,40,19,4,2,15,31,32,76,0.421,7,20,0.35,32,39,0.821,9,47,16,7,6,14,26,0,0
37,82,0.451,12,31,0.387,17,25,0.68,10,45,25,5,2,14,15,40,90,0.444,6,20,0.3,15,18,0.833,15,51,22,8,6,13,21,1,0
38,86,0.442,8,25,0.32,26,29,0.897,13,43,21,10,9,17,26,36,82,0.439,7,18,0.389,27,35,0.771,11,46,18,10,3,18,29,1,1
38,81,0.469,12,28,0.429,21,36,0.583,12,51,27,7,8,14,16,42,90,0.467,2,10,0.2,9,12,0.75,7,40,26,7,1,11,29,1,1
30,88,0.341,10,22,0.455,10,12,0.833,15,52,22,4,4,13,15,31,87,0.356,7,23,0.304,14,16,0.875,13,54,20,8,6,11,12,0,1
43,86,0.5,8,24,0.333,11,18,0.611,7,40,28,12,0,12,21,35,79,0.443,5,19,0.263,25,30,0.833,12,46,17,5,2,16,22,1,1
44,97,0.454,6,19,0.316,11,15,0.733,10,39,29,9,4,10,22,37,89,0.416,6,19,0.316,23,31,0.742,15,54,17,8,0,18,21,1,1
36,75,0.48,11,21,0.524,20,24,0.833,10,40,25,7,4,14,10,38,88,0.432,5,16,0.313,9,11,0.818,15,41,21,9,6,11,21,1,0
36,72,0.5,10,24,0.417,25,40,0.625,6,37,23,6,8,10,22,43,87,0.494,10,19,0.526,19,24,0.792,10,44,25,7,4,8,30,0,1
34,86,0.395,11,38,0.289,18,29,0.621,7,38,21,10,6,12,36,34,76,0.447,8,25,0.32,31,49,0.633,13,55,22,7,7,15,29,0,1
41,87,0.471,7,22,0.318,10,14,0.714,10,45,21,7,3,13,15,40,85,0.471,4,17,0.235,16,20,0.8,10,44,21,10,4,11,16,0,0
38,85,0.447,10,26,0.385,8,11,0.727,8,45,22,10,3,16,20,32,77,0.416,7,23,0.304,13,25,0.52,6,40,17,10,2,15,13,1,1
38,79,0.481,13,26,0.5,20,24,0.833,7,34,24,9,6,12,23,36,74,0.486,10,27,0.37,22,27,0.815,8,36,18,7,4,16,22,1,1
41,78,0.526,7,23,0.304,19,25,0.76,3,37,23,11,4,16,18,34,87,0.391,7,24,0.292,16,24,0.667,13,45,19,10,3,16,18,1,1
37,71,0.521,15,30,0.5,33,41,0.805,8,39,27,7,7,12,26,38,88,0.432,9,30,0.3,32,36,0.889,17,42,20,8,3,11,26,1,1
35,90,0.389,10,34,0.294,15,19,0.789,13,47,24,8,6,12,14,36,82,0.439,7,25,0.28,10,15,0.667,5,42,21,6,3,15,22,1,1
49,81,0.605,12,23,0.522,20,25,0.8,6,47,28,7,6,14,17,41,89,0.461,9,23,0.391,8,17,0.471,9,33,30,8,4,12,21,1,0
42,83,0.506,11,23,0.478,14,17,0.824,10,42,24,7,6,10,22,38,86,0.442,9,26,0.346,13,23,0.565,17,49,21,5,4,13,18,1,1
40,91,0.44,8,31,0.258,9,10,0.9,13,47,19,6,9,9,19,31,84,0.369,7,23,0.304,14,19,0.737,11,47,14,4,3,15,16,1,0
42,89,0.472,12,36,0.333,18,34,0.529,8,47,26,8,3,14,24,40,100,0.4,8,30,0.267,23,29,0.793,15,56,20,8,2,14,24,1,0
40,94,0.426,11,25,0.44,13,16,0.813,10,43,26,18,5,7,25,31,70,0.443,9,24,0.375,19,29,0.655,5,49,26,5,7,23,16,1,0
38,96,0.396,13,39,0.333,14,19,0.737,14,46,24,6,4,11,24,36,76,0.474,13,25,0.52,25,33,0.758,9,52,28,5,8,17,19,0,0
47,91,0.516,22,37,0.595,24,33,0.727,9,41,28,10,6,12,30,44,88,0.5,11,32,0.344,33,52,0.635,16,52,31,8,5,14,28,1,0
36,80,0.45,6,25,0.24,24,36,0.667,8,35,19,9,3,9,21,42,83,0.506,13,28,0.464,18,24,0.75,14,47,29,5,2,13,31,0,1
43,76,0.566,13,23,0.565,17,24,0.708,3,36,27,10,3,9,17,33,85,0.388,4,18,0.222,18,20,0.9,12,42,24,5,2,17,22,1,1
34,76,0.447,8,26,0.308,18,30,0.6,7,34,21,6,3,13,28,41,83,0.494,12,22,0.545,18,26,0.692,8,44,19,8,3,15,26,0,1
32,78,0.41,15,37,0.405,12,24,0.5,9,44,16,9,5,15,20,35,83,0.422,5,16,0.313,14,24,0.583,12,48,18,7,2,17,17,1,1
33,85,0.388,5,27,0.185,14,21,0.667,9,46,18,16,5,11,14,33,79,0.418,10,23,0.435,7,14,0.5,8,49,21,6,3,22,17,1,1
40,81,0.494,8,26,0.308,17,24,0.708,5,38,20,10,9,8,19,34,78,0.436,5,13,0.385,20,25,0.8,11,48,19,6,4,17,21,1,0
45,84,0.536,17,32,0.531,13,19,0.684,7,46,26,8,6,11,15,40,93,0.43,5,15,0.333,8,11,0.727,11,42,19,2,4,9,20,1,0
33,75,0.44,11,32,0.344,25,34,0.735,11,35,20,10,6,13,22,39,77,0.506,8,17,0.471,22,26,0.846,10,42,24,6,3,15,24,0,0
40,74,0.541,8,27,0.296,19,23,0.826,6,44,15,13,8,22,23,34,81,0.42,4,20,0.2,21,28,0.75,11,39,19,6,1,18,20,1,1
37,81,0.457,9,25,0.36,17,33,0.515,7,42,17,8,5,6,25,33,83,0.398,7,17,0.412,20,29,0.69,13,53,14,2,0,13,21,1,1
35,95,0.368,5,22,0.227,23,31,0.742,14,52,21,12,4,12,22,34,90,0.378,6,25,0.24,18,21,0.857,11,54,20,7,5,20,31,1,1
44,85,0.518,12,30,0.4,34,50,0.68,9,44,25,7,9,14,29,47,95,0.495,13,33,0.394,32,37,0.865,8,43,34,5,2,10,33,0,1
39,78,0.5,12,25,0.48,15,20,0.75,8,45,23,8,7,18,20,35,83,0.422,4,17,0.235,12,15,0.8,5,33,19,11,2,15,16,1,0
42,94,0.447,13,36,0.361,15,18,0.833,15,49,24,9,2,14,24,42,82,0.512,11,31,0.355,20,26,0.769,6,39,32,8,2,14,19,0,0
44,80,0.55,13,24,0.542,23,35,0.657,10,53,29,9,10,16,20,31,88,0.352,7,24,0.292,15,20,0.75,10,41,20,8,2,16,27,1,0
30,85,0.353,13,46,0.283,8,14,0.571,9,47,19,13,9,17,20,34,90,0.378,6,24,0.25,13,17,0.765,14,57,18,11,2,16,14,0,0
43,89,0.483,9,29,0.31,22,26,0.846,11,41,18,6,4,8,27,34,78,0.436,12,24,0.5,27,37,0.73,13,44,19,6,3,16,23,1,1
41,83,0.494,9,23,0.391,14,16,0.875,8,47,22,8,4,11,22,32,77,0.416,8,19,0.421,23,33,0.697,11,44,25,10,3,13,19,1,0
40,98,0.408,9,32,0.281,14,21,0.667,12,45,26,11,3,6,13,39,98,0.398,10,35,0.286,10,11,0.909,18,63,22,3,8,17,21,1,0
34,79,0.43,12,32,0.375,17,28,0.607,6,41,22,10,10,18,20,40,89,0.449,10,27,0.37,17,20,0.85,10,53,26,9,3,18,26,0,0
39,83,0.47,12,32,0.375,19,29,0.655,6,48,18,10,7,9,25,30,81,0.37,4,25,0.16,26,32,0.813,12,51,15,5,1,15,19,1,1
41,81,0.506,12,34,0.353,14,23,0.609,2,29,29,11,4,10,17,48,91,0.527,9,24,0.375,15,18,0.833,10,52,33,6,2,16,20,0,1
38,85,0.447,13,29,0.448,12,16,0.75,10,44,23,8,9,13,22,34,83,0.41,4,20,0.2,22,25,0.88,14,48,23,7,3,14,20,1,0
32,79,0.405,10,32,0.313,16,19,0.842,5,34,23,5,4,10,23,41,84,0.488,18,37,0.486,14,20,0.7,9,49,23,3,4,8,19,0,0
32,69,0.464,8,19,0.421,15,22,0.682,5,27,15,5,4,13,17,44,82,0.537,8,20,0.4,12,16,0.75,12,42,25,6,4,10,21,0,1
43,76,0.566,12,30,0.4,24,32,0.75,7,33,31,9,7,10,20,40,82,0.488,9,25,0.36,17,24,0.708,13,39,23,5,3,15,25,1,1
31,66,0.47,12,30,0.4,28,39,0.718,4,30,18,8,8,14,27,40,82,0.488,4,15,0.267,29,36,0.806,18,44,23,9,5,13,28,0,1
33,82,0.402,10,39,0.256,29,42,0.69,7,35,21,12,5,12,28,35,71,0.493,7,21,0.333,32,40,0.8,10,54,22,9,1,23,34,0,1
36,85,0.424,8,28,0.286,18,27,0.667,8,46,21,8,7,10,22,39,87,0.448,15,34,0.441,21,28,0.75,11,50,23,9,5,12,20,0,1
37,82,0.451,4,19,0.211,18,28,0.643,11,47,21,9,5,16,29,32,80,0.4,6,24,0.25,24,32,0.75,9,41,18,10,5,15,25,1,0
38,80,0.475,10,28,0.357,19,26,0.731,17,44,24,13,11,14,19,37,94,0.394,7,29,0.241,9,13,0.692,20,44,24,7,5,15,19,1,0
44,84,0.524,11,25,0.44,15,18,0.833,9,45,29,13,5,14,23,31,89,0.348,7,19,0.368,21,27,0.778,18,49,14,7,4,16,17,1,0
37,84,0.44,9,31,0.29,16,18,0.889,7,41,26,8,9,7,17,30,87,0.345,8,23,0.348,11,17,0.647,14,53,20,2,1,16,15,1,1
42,76,0.553,16,29,0.552,17,22,0.773,5,26,22,9,4,12,17,45,87,0.517,10,32,0.313,19,24,0.792,17,46,25,10,1,14,13,0,1
43,85,0.506,8,19,0.421,20,33,0.606,10,44,27,9,4,11,17,43,94,0.457,11,30,0.367,12,21,0.571,17,51,31,8,1,14,29,1,0
40,78,0.513,7,20,0.35,16,26,0.615,6,46,26,11,4,13,17,26,83,0.313,6,20,0.3,23,25,0.92,14,43,11,10,3,15,23,1,0
37,83,0.446,7,25,0.28,10,14,0.714,10,49,23,10,6,10,17,32,90,0.356,4,19,0.211,13,17,0.765,16,49,12,6,1,12,16,1,1
37,83,0.446,13,29,0.448,15,19,0.789,8,44,16,13,3,11,20,36,82,0.439,11,31,0.355,16,23,0.696,9,47,14,7,6,18,15,1,1
37,76,0.487,9,18,0.5,15,37,0.405,6,42,25,11,6,10,20,30,74,0.405,8,30,0.267,23,33,0.697,5,47,18,6,5,14,29,1,0
41,75,0.547,12,25,0.48,16,21,0.762,8,41,29,11,7,9,19,35,86,0.407,5,20,0.25,9,14,0.643,13,38,16,5,1,16,18,1,0
43,96,0.448,9,31,0.29,10,12,0.833,6,40,23,9,6,15,20,45,99,0.455,7,26,0.269,17,22,0.773,18,58,26,10,5,16,15,0,1
29,82,0.354,2,16,0.125,16,22,0.727,11,40,15,8,3,16,18,41,84,0.488,13,29,0.448,11,17,0.647,12,54,29,7,2,19,25,0,0
41,82,0.5,7,16,0.438,23,29,0.793,12,42,26,12,5,14,25,37,78,0.474,12,30,0.4,17,24,0.708,10,38,23,7,4,20,22,1,1
34,80,0.425,9,23,0.391,24,28,0.857,11,42,26,6,2,9,19,38,79,0.481,3,13,0.231,12,18,0.667,8,43,21,3,3,12,22,1,0
26,96,0.271,3,23,0.13,14,20,0.7,11,44,21,8,7,11,24,43,84,0.512,11,25,0.44,22,30,0.733,10,65,32,8,13,14,15,0,1
40,83,0.482,3,20,0.15,20,25,0.8,12,50,23,5,7,16,31,29,74,0.392,7,20,0.35,24,40,0.6,8,35,17,8,1,13,21,1,1
37,77,0.481,7,20,0.35,15,21,0.714,7,36,20,4,5,8,14,44,87,0.506,15,30,0.5,12,20,0.6,14,47,29,3,3,8,19,0,1
30,91,0.33,6,19,0.316,13,14,0.929,13,44,16,8,1,14,21,31,74,0.419,12,27,0.444,15,18,0.833,9,49,18,7,10,21,20,0,1
35,80,0.438,2,11,0.182,20,29,0.69,10,40,21,11,3,14,28,28,68,0.412,5,19,0.263,33,37,0.892,8,40,14,5,8,18,20,0,1
24,70,0.343,3,15,0.2,33,36,0.917,10,41,15,14,5,21,26,36,75,0.48,11,27,0.407,17,23,0.739,7,36,22,12,8,23,30,0,0
36,86,0.419,6,16,0.375,23,27,0.852,14,35,22,10,0,8,21,33,69,0.478,8,22,0.364,26,29,0.897,10,43,17,5,10,22,22,1,0
40,71,0.563,9,17,0.529,25,27,0.926,4,34,21,7,6,15,16,41,82,0.5,5,16,0.313,19,21,0.905,9,33,20,10,2,12,24,1,1
37,84,0.44,12,17,0.706,36,39,0.923,12,34,23,11,4,10,22,41,81,0.506,10,24,0.417,22,31,0.71,12,44,22,7,6,19,28,1,0
36,85,0.424,8,24,0.333,16,19,0.842,8,47,26,16,4,11,30,28,74,0.378,6,29,0.207,22,37,0.595,9,49,15,11,9,23,23,1,0
32,74,0.432,1,9,0.111,17,17,1,7,35,19,13,2,16,23,34,72,0.472,7,21,0.333,17,22,0.773,7,40,20,7,6,17,20,0,1
37,86,0.43,7,21,0.333,29,37,0.784,5,42,20,12,4,9,24,30,77,0.39,11,34,0.324,25,28,0.893,4,48,22,4,6,19,25,1,0
39,80,0.488,3,16,0.188,21,23,0.913,9,41,21,8,3,17,23,30,71,0.423,10,34,0.294,23,27,0.852,6,37,19,14,7,19,22,1,1
35,80,0.438,12,30,0.4,19,21,0.905,5,37,20,3,1,13,25,35,75,0.467,14,39,0.359,32,36,0.889,6,40,25,4,3,10,21,0,0
34,81,0.42,4,13,0.308,20,27,0.741,15,49,19,11,7,26,18,30,77,0.39,12,36,0.333,12,16,0.75,8,41,23,18,9,25,29,1,0
43,90,0.478,2,10,0.2,25,26,0.962,13,49,21,3,4,6,23,35,81,0.432,9,27,0.333,25,33,0.758,9,37,25,3,11,8,21,1,1
30,80,0.375,2,16,0.125,21,25,0.84,9,37,19,6,6,11,17,40,80,0.5,10,18,0.556,13,18,0.722,10,48,27,8,8,15,21,0,0
36,90,0.4,5,15,0.333,18,24,0.75,15,46,23,8,5,12,16,36,82,0.439,9,31,0.29,12,17,0.706,11,47,20,8,5,18,24,1,0
33,81,0.407,3,14,0.214,19,22,0.864,11,33,14,6,4,15,17,47,84,0.56,13,26,0.5,18,23,0.783,10,46,31,11,3,12,17,0,0
41,88,0.466,4,15,0.267,7,13,0.538,16,53,23,4,4,17,15,37,87,0.425,8,29,0.276,10,15,0.667,13,43,17,9,6,12,16,1,1
32,80,0.4,7,20,0.35,28,37,0.757,11,40,19,8,5,12,24,39,78,0.5,18,37,0.486,27,30,0.9,7,41,23,5,5,13,24,0,0
40,77,0.519,7,19,0.368,10,14,0.714,5,33,23,10,3,13,21,37,77,0.481,7,22,0.318,19,23,0.826,7,35,18,9,1,10,15,0,1
44,78,0.564,10,15,0.667,14,15,0.933,6,39,26,8,5,17,18,37,86,0.43,9,24,0.375,12,20,0.6,10,36,22,9,3,14,13,1,0
32,76,0.421,5,19,0.263,16,28,0.571,5,41,27,6,5,13,20,38,86,0.442,9,24,0.375,13,19,0.684,9,45,22,5,6,14,17,0,1
30,80,0.375,6,17,0.353,22,24,0.917,10,39,13,11,3,12,19,34,78,0.436,10,29,0.345,19,21,0.905,11,50,27,7,4,19,17,0,1
37,83,0.446,5,19,0.263,17,21,0.81,9,46,21,9,6,9,20,30,77,0.39,5,28,0.179,19,25,0.76,13,45,12,8,2,17,20,1,0
40,85,0.471,5,15,0.333,19,24,0.792,9,36,26,16,3,12,23,31,66,0.47,7,23,0.304,21,32,0.656,10,42,19,6,3,26,21,1,1
